id,group,technology,series,spec,year,y,logQ,logM,trend
pv__DEU,equipment,pv,DEU,main_level,2023,-0.8296805703527047,7.2503426514181,2.737118000531579,
pv__DEU,equipment,pv,DEU,annual_difference,2011,-0.4353530706751704,0.570161875552067,0.05348736376729324,
pv__DEU,equipment,pv,DEU,annual_difference,2012,-0.463461388488879,0.34596147256876986,-0.9863687273882875,
pv__DEU,equipment,pv,DEU,annual_difference,2013,-0.060212409818276996,0.3028846829973384,-0.5075875216365149,
pv__DEU,equipment,pv,DEU,annual_difference,2014,-0.0848462941822945,0.2501046427884077,0.25141483081508564,
pv__DEU,equipment,pv,DEU,annual_difference,2015,-0.22659179774334998,0.2417211791438021,-0.1021475947853947,
pv__DEU,equipment,pv,DEU,annual_difference,2016,-0.02996897733085739,0.2813817510405512,-0.2357498634079782,
pv__DEU,equipment,pv,DEU,annual_difference,2017,-0.1496435576266952,0.27717160586696377,-0.037831419119457976,
pv__DEU,equipment,pv,DEU,annual_difference,2018,-0.11301469390811053,0.21908599669022522,0.06548090212723512,
pv__DEU,equipment,pv,DEU,annual_difference,2019,-0.17974947560176197,0.19256896682238178,-0.44973997564722357,
pv__DEU,equipment,pv,DEU,annual_difference,2020,0.09386225714334151,0.20294792819386398,-0.012261363251104829,
pv__DEU,equipment,pv,DEU,annual_difference,2021,0.031060460579165672,0.1848607098549584,0.9473417249528824,
pv__DEU,equipment,pv,DEU,annual_difference,2022,-0.027502445653357688,0.2015759373757966,0.18252486828325187,
pv__DEU,equipment,pv,DEU,annual_difference,2023,-0.3301662875818988,0.2977491784524089,-0.887637669343901,
pv__DEU,equipment,pv,DEU,time_trend,2010,1.1459071105354406,3.682166724070565,4.456192445165693,0.0
pv__DEU,equipment,pv,DEU,time_trend,2011,0.7105540398602702,4.252328599622632,4.509679808932987,1.0
pv__DEU,equipment,pv,DEU,time_trend,2012,0.2470926513713912,4.598290072191402,3.523311081544699,2.0
pv__DEU,equipment,pv,DEU,time_trend,2013,0.1868802415531142,4.90117475518874,3.015723559908184,3.0
pv__DEU,equipment,pv,DEU,time_trend,2014,0.1020339473708197,5.151279397977148,3.26713839072327,4.0
pv__DEU,equipment,pv,DEU,time_trend,2015,-0.1245578503725303,5.39300057712095,3.164990795937875,5.0
pv__DEU,equipment,pv,DEU,time_trend,2016,-0.1545268277033877,5.674382328161501,2.929240932529897,6.0
pv__DEU,equipment,pv,DEU,time_trend,2017,-0.3041703853300829,5.951553934028465,2.891409513410439,7.0
pv__DEU,equipment,pv,DEU,time_trend,2018,-0.4171850792381934,6.17063993071869,2.956890415537674,8.0
pv__DEU,equipment,pv,DEU,time_trend,2019,-0.5969345548399554,6.363208897541072,2.5071504398904505,9.0
pv__DEU,equipment,pv,DEU,time_trend,2020,-0.5030722976966139,6.566156825734936,2.4948890766393457,10.0
pv__DEU,equipment,pv,DEU,time_trend,2021,-0.4720118371174482,6.751017535589894,3.442230801592228,11.0
pv__DEU,equipment,pv,DEU,time_trend,2022,-0.4995142827708059,6.952593472965691,3.62475566987548,12.0
pv__DEU,equipment,pv,DEU,time_trend,2023,-0.8296805703527047,7.2503426514181,2.737118000531579,13.0
pv__JPN,equipment,pv,JPN,main_level,2010,1.8222651613974583,3.682166724070565,4.456192445165693,
pv__JPN,equipment,pv,JPN,main_level,2011,1.767657320186044,4.252328599622632,4.509679808932987,
pv__JPN,equipment,pv,JPN,main_level,2012,1.5930233629950608,4.598290072191402,3.523311081544699,
pv__JPN,equipment,pv,JPN,main_level,2013,1.2058067222315103,4.90117475518874,3.015723559908184,
pv__JPN,equipment,pv,JPN,main_level,2014,0.9233103391951752,5.151279397977148,3.26713839072327,
pv__JPN,equipment,pv,JPN,main_level,2015,0.4112984431187065,5.39300057712095,3.164990795937875,
pv__JPN,equipment,pv,JPN,main_level,2016,0.8216190728758879,5.674382328161501,2.929240932529897,
pv__JPN,equipment,pv,JPN,main_level,2017,0.359982847987546,5.951553934028465,2.891409513410439,
pv__JPN,equipment,pv,JPN,main_level,2018,0.4048444629120449,6.17063993071869,2.956890415537674,
pv__JPN,equipment,pv,JPN,main_level,2019,0.6556409662566212,6.363208897541072,2.5071504398904505,
pv__JPN,equipment,pv,JPN,annual_difference,2011,-0.054607841211414376,0.570161875552067,0.05348736376729324,
pv__JPN,equipment,pv,JPN,annual_difference,2012,-0.17463395719098318,0.34596147256876986,-0.9863687273882875,
pv__JPN,equipment,pv,JPN,annual_difference,2013,-0.38721664076355045,0.3028846829973384,-0.5075875216365149,
pv__JPN,equipment,pv,JPN,annual_difference,2014,-0.28249638303633506,0.2501046427884077,0.25141483081508564,
pv__JPN,equipment,pv,JPN,annual_difference,2015,-0.5120118960764688,0.2417211791438021,-0.1021475947853947,
pv__JPN,equipment,pv,JPN,annual_difference,2016,0.41032062975718137,0.2813817510405512,-0.2357498634079782,
pv__JPN,equipment,pv,JPN,annual_difference,2017,-0.4616362248883419,0.27717160586696377,-0.037831419119457976,
pv__JPN,equipment,pv,JPN,annual_difference,2018,0.044861614924498916,0.21908599669022522,0.06548090212723512,
pv__JPN,equipment,pv,JPN,annual_difference,2019,0.25079650334457626,0.19256896682238178,-0.44973997564722357,
pv__JPN,equipment,pv,JPN,time_trend,2010,1.8222651613974583,3.682166724070565,4.456192445165693,0.0
pv__JPN,equipment,pv,JPN,time_trend,2011,1.767657320186044,4.252328599622632,4.509679808932987,1.0
pv__JPN,equipment,pv,JPN,time_trend,2012,1.5930233629950608,4.598290072191402,3.523311081544699,2.0
pv__JPN,equipment,pv,JPN,time_trend,2013,1.2058067222315103,4.90117475518874,3.015723559908184,3.0
pv__JPN,equipment,pv,JPN,time_trend,2014,0.9233103391951752,5.151279397977148,3.26713839072327,4.0
pv__JPN,equipment,pv,JPN,time_trend,2015,0.4112984431187065,5.39300057712095,3.164990795937875,5.0
pv__JPN,equipment,pv,JPN,time_trend,2016,0.8216190728758879,5.674382328161501,2.929240932529897,6.0
pv__JPN,equipment,pv,JPN,time_trend,2017,0.359982847987546,5.951553934028465,2.891409513410439,7.0
pv__JPN,equipment,pv,JPN,time_trend,2018,0.4048444629120449,6.17063993071869,2.956890415537674,8.0
pv__JPN,equipment,pv,JPN,time_trend,2019,0.6556409662566212,6.363208897541072,2.5071504398904505,9.0
pv__KOR,equipment,pv,KOR,main_level,2010,1.0055040248703366,3.682166724070565,4.456192445165693,
pv__KOR,equipment,pv,KOR,main_level,2011,0.514894351690676,4.252328599622632,4.509679808932987,
pv__KOR,equipment,pv,KOR,main_level,2012,0.1955557012770447,4.598290072191402,3.523311081544699,
pv__KOR,equipment,pv,KOR,main_level,2013,0.0990972233307814,4.90117475518874,3.015723559908184,
pv__KOR,equipment,pv,KOR,main_level,2015,0.1294472909777189,5.39300057712095,3.164990795937875,
pv__KOR,equipment,pv,KOR,main_level,2016,-0.6485567722247049,5.674382328161501,2.929240932529897,
pv__KOR,equipment,pv,KOR,main_level,2017,-0.5518535335372289,5.951553934028465,2.891409513410439,
pv__KOR,equipment,pv,KOR,main_level,2019,-0.7762639061153219,6.363208897541072,2.5071504398904505,
pv__KOR,equipment,pv,KOR,annual_difference,2011,-0.49060967317966064,0.570161875552067,0.05348736376729324,
pv__KOR,equipment,pv,KOR,annual_difference,2012,-0.3193386504136313,0.34596147256876986,-0.9863687273882875,
pv__KOR,equipment,pv,KOR,annual_difference,2013,-0.09645847794626329,0.3028846829973384,-0.5075875216365149,
pv__KOR,equipment,pv,KOR,annual_difference,2016,-0.7780040632024238,0.2813817510405512,-0.2357498634079782,
pv__KOR,equipment,pv,KOR,annual_difference,2017,0.09670323868747599,0.27717160586696377,-0.037831419119457976,
pv__KOR,equipment,pv,KOR,time_trend,2010,1.0055040248703366,3.682166724070565,4.456192445165693,0.0
pv__KOR,equipment,pv,KOR,time_trend,2011,0.514894351690676,4.252328599622632,4.509679808932987,1.0
pv__KOR,equipment,pv,KOR,time_trend,2012,0.1955557012770447,4.598290072191402,3.523311081544699,2.0
pv__KOR,equipment,pv,KOR,time_trend,2013,0.0990972233307814,4.90117475518874,3.015723559908184,3.0
pv__KOR,equipment,pv,KOR,time_trend,2015,0.1294472909777189,5.39300057712095,3.164990795937875,5.0
pv__KOR,equipment,pv,KOR,time_trend,2016,-0.6485567722247049,5.674382328161501,2.929240932529897,6.0
pv__KOR,equipment,pv,KOR,time_trend,2017,-0.5518535335372289,5.951553934028465,2.891409513410439,7.0
pv__KOR,equipment,pv,KOR,time_trend,2019,-0.7762639061153219,6.363208897541072,2.5071504398904505,9.0
pv__USA,equipment,pv,USA,main_level,2010,1.1251235264312904,3.682166724070565,4.456192445165693,
pv__USA,equipment,pv,USA,main_level,2011,1.0121245199443458,4.252328599622632,4.509679808932987,
pv__USA,equipment,pv,USA,main_level,2012,0.3569511942516002,4.598290072191402,3.523311081544699,
pv__USA,equipment,pv,USA,main_level,2013,-0.1533604531897466,4.90117475518874,3.015723559908184,
pv__USA,equipment,pv,USA,main_level,2014,-0.1343671682116031,5.151279397977148,3.26713839072327,
pv__USA,equipment,pv,USA,main_level,2015,-0.1413234108507973,5.39300057712095,3.164990795937875,
pv__USA,equipment,pv,USA,main_level,2016,-0.1675723360287633,5.674382328161501,2.929240932529897,
pv__USA,equipment,pv,USA,main_level,2017,-0.7961835122749041,5.951553934028465,2.891409513410439,
pv__USA,equipment,pv,USA,main_level,2018,-0.5232843431649703,6.17063993071869,2.956890415537674,
pv__USA,equipment,pv,USA,main_level,2019,-0.7261858339880062,6.363208897541072,2.5071504398904505,
pv__USA,equipment,pv,USA,main_level,2020,-0.7731265254241907,6.566156825734936,2.4948890766393457,
pv__USA,equipment,pv,USA,main_level,2021,-0.903934598743685,6.751017535589894,3.442230801592228,
pv__USA,equipment,pv,USA,main_level,2022,-0.896924640048022,6.952593472965691,3.62475566987548,
pv__USA,equipment,pv,USA,main_level,2023,-0.9187655491935208,7.2503426514181,2.737118000531579,
pv__USA,equipment,pv,USA,main_level,2024,-1.0615763195895638,7.530490596047716,1.547562508716013,
pv__USA,equipment,pv,USA,annual_difference,2011,-0.11299900648694461,0.570161875552067,0.05348736376729324,
pv__USA,equipment,pv,USA,annual_difference,2012,-0.6551733256927457,0.34596147256876986,-0.9863687273882875,
pv__USA,equipment,pv,USA,annual_difference,2013,-0.5103116474413468,0.3028846829973384,-0.5075875216365149,
pv__USA,equipment,pv,USA,annual_difference,2014,0.018993284978143482,0.2501046427884077,0.25141483081508564,
pv__USA,equipment,pv,USA,annual_difference,2015,-0.006956242639194199,0.2417211791438021,-0.1021475947853947,
pv__USA,equipment,pv,USA,annual_difference,2016,-0.02624892517796601,0.2813817510405512,-0.2357498634079782,
pv__USA,equipment,pv,USA,annual_difference,2017,-0.6286111762461408,0.27717160586696377,-0.037831419119457976,
pv__USA,equipment,pv,USA,annual_difference,2018,0.27289916910993384,0.21908599669022522,0.06548090212723512,
pv__USA,equipment,pv,USA,annual_difference,2019,-0.20290149082303588,0.19256896682238178,-0.44973997564722357,
pv__USA,equipment,pv,USA,annual_difference,2020,-0.04694069143618451,0.20294792819386398,-0.012261363251104829,
pv__USA,equipment,pv,USA,annual_difference,2021,-0.1308080733194943,0.1848607098549584,0.9473417249528824,
pv__USA,equipment,pv,USA,annual_difference,2022,0.00700995869566301,0.2015759373757966,0.18252486828325187,
pv__USA,equipment,pv,USA,annual_difference,2023,-0.021840909145498855,0.2977491784524089,-0.887637669343901,
pv__USA,equipment,pv,USA,annual_difference,2024,-0.14281077039604295,0.2801479446296167,-1.189555491815566,
pv__USA,equipment,pv,USA,time_trend,2010,1.1251235264312904,3.682166724070565,4.456192445165693,0.0
pv__USA,equipment,pv,USA,time_trend,2011,1.0121245199443458,4.252328599622632,4.509679808932987,1.0
pv__USA,equipment,pv,USA,time_trend,2012,0.3569511942516002,4.598290072191402,3.523311081544699,2.0
pv__USA,equipment,pv,USA,time_trend,2013,-0.1533604531897466,4.90117475518874,3.015723559908184,3.0
pv__USA,equipment,pv,USA,time_trend,2014,-0.1343671682116031,5.151279397977148,3.26713839072327,4.0
pv__USA,equipment,pv,USA,time_trend,2015,-0.1413234108507973,5.39300057712095,3.164990795937875,5.0
pv__USA,equipment,pv,USA,time_trend,2016,-0.1675723360287633,5.674382328161501,2.929240932529897,6.0
pv__USA,equipment,pv,USA,time_trend,2017,-0.7961835122749041,5.951553934028465,2.891409513410439,7.0
pv__USA,equipment,pv,USA,time_trend,2018,-0.5232843431649703,6.17063993071869,2.956890415537674,8.0
pv__USA,equipment,pv,USA,time_trend,2019,-0.7261858339880062,6.363208897541072,2.5071504398904505,9.0
pv__USA,equipment,pv,USA,time_trend,2020,-0.7731265254241907,6.566156825734936,2.4948890766393457,10.0
pv__USA,equipment,pv,USA,time_trend,2021,-0.903934598743685,6.751017535589894,3.442230801592228,11.0
pv__USA,equipment,pv,USA,time_trend,2022,-0.896924640048022,6.952593472965691,3.62475566987548,12.0
pv__USA,equipment,pv,USA,time_trend,2023,-0.9187655491935208,7.2503426514181,2.737118000531579,13.0
pv__USA,equipment,pv,USA,time_trend,2024,-1.0615763195895638,7.530490596047716,1.547562508716013,14.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2010,7.651243136520145,5.180162236673185,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2011,7.605708268890855,5.376417249698097,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2012,7.558000647757494,5.56590362647905,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2013,7.529938249517817,5.677698971893068,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2014,7.420545061369116,5.830825584658366,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2015,7.262760989234571,6.002024865148459,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2016,7.235139294533901,6.114760027948734,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2017,7.114093589648509,6.205934995565976,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2018,7.059154795407967,6.290532398624406,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2019,6.955185776276236,6.38729428375806,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2020,6.913778156915694,6.548699273994664,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2021,6.895233836111451,6.645448863841342,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2022,6.9081945490702985,6.733146895042726,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2023,6.899015731514037,6.849202095255681,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,main_level,2024,6.899527577363807,6.955776347473294,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2011,-0.045534867629290154,0.19625501302491166,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2012,-0.04770762113336158,0.1894863767809527,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2013,-0.028062398239677044,0.11179534541401814,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2014,-0.10939318814870092,0.15312661276529838,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2015,-0.15778407213454493,0.17119928049009303,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2016,-0.02762169470067022,0.11273516280027529,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2017,-0.12104570488539146,0.09117496761724198,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2018,-0.05493879424054171,0.08459740305842978,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2019,-0.10396901913173107,0.09676188513365425,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2020,-0.041407619360541936,0.16140499023660393,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2021,-0.018544320804243064,0.09674958984667725,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2022,0.012960712958847154,0.0876980312013842,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2023,-0.009178817556261265,0.1160552002129549,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,annual_difference,2024,0.0005118458497701539,0.10657425221761319,,
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2010,7.651243136520145,5.180162236673185,,0.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2011,7.605708268890855,5.376417249698097,,1.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2012,7.558000647757494,5.56590362647905,,2.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2013,7.529938249517817,5.677698971893068,,3.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2014,7.420545061369116,5.830825584658366,,4.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2015,7.262760989234571,6.002024865148459,,5.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2016,7.235139294533901,6.114760027948734,,6.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2017,7.114093589648509,6.205934995565976,,7.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2018,7.059154795407967,6.290532398624406,,8.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2019,6.955185776276236,6.38729428375806,,9.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2020,6.913778156915694,6.548699273994664,,10.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2021,6.895233836111451,6.645448863841342,,11.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2022,6.9081945490702985,6.733146895042726,,12.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2023,6.899015731514037,6.849202095255681,,13.0
wind__DEU_spliced_proxy,equipment,wind,DEU_spliced_proxy,time_trend,2024,6.899527577363807,6.955776347473294,,14.0
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2010,7.519976983896885,5.180162236673185,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2011,7.544080932704994,5.376417249698097,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2012,7.475406322541961,5.56590362647905,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2013,7.447343924302284,5.677698971893068,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2014,7.337950736153582,5.830825584658366,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2015,7.180166664019038,6.002024865148459,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2016,7.1525449693183685,6.114760027948734,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2017,7.02696687700858,6.205934995565976,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2018,6.7553635033498365,6.290532398624406,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2019,6.87671553384544,6.38729428375806,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2020,6.903147370737096,6.548699273994664,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2021,6.9986112310314175,6.645448863841342,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2022,7.030213485772229,6.733146895042726,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2023,6.98625099951834,6.849202095255681,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,main_level,2024,7.093254850398366,6.955776347473294,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2011,0.02410394880810962,0.19625501302491166,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2012,-0.06867461016303356,0.1894863767809527,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2013,-0.028062398239677044,0.11179534541401814,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2014,-0.1093931881487018,0.15312661276529838,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2015,-0.15778407213454404,0.17119928049009303,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2016,-0.02762169470066933,0.11273516280027529,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2017,-0.12557809230978823,0.09117496761724198,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2018,-0.27160337365874376,0.08459740305842978,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2019,0.12135203049560328,0.09676188513365425,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2020,0.02643183689165607,0.16140499023660393,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2021,0.09546386029432163,0.09674958984667725,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2022,0.03160225474081191,0.0876980312013842,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2023,-0.04396248625388921,0.1160552002129549,,
wind__DNK_vestas_proxy,equipment,wind,DNK_vestas_proxy,annual_difference,2024,0.10700385088002573,0.10657425221761319,,
