iso3,country_name,year,tic,tic_status,tic_observed_flag,log_capacity_lag,technology,currency_base_year,equipment_share,equipment_cost,other_cost,equipment_observed_flag,equipment_cost_observed,completion_id,window_role,q,q_S1,q_S3,q_raw_scope,s_import,s_import_raw,import_dependency_value,import_dependency_id,sourcing_status,price_proxy_id,price_status,price_quality,selected_ratio,P1_completed,P2_completed,P2_local_ratio,P3_fixed,P3_index,P3_convergence05,P3_convergence10,Klevel,K0,Klevel_flow,Klevel_share,Klevel_lag2,Klevel_raw_tail,log_noncn_citations_lag,knowledge_status,knowledge_measure_id,patent_definition_unverified,reference_citation_year,pre_sample_reference_assumption,Klevel_stock10,Klevel_stock15,Klevel_stock20,relative_price,pc,pa,onshore_new_capacity_mw,onshore_new_capacity_share,offshore_share,onshore_scope_status,capacity_status,capacity_source,gross_new_capacity_kw,capacity_amount_label,sample_id,tariff_cn_effective,tariff_alt_effective,tariff_cn_regular,tariff_alt_regular,tariff_extra_equipment,tariff_status,tariff_events,unquantified_specific_duty,tariff_scenario_id,assumption_ids,evidence_grade,notes,border_ratio_actual,r0,q0,tau0,P,S,T,K,input_version,imports_usd,china_imports_usd,reported_world_usd,partner_sum_usd,world_minus_partner_sum,exports_usd,share_unit,value_share,units_share,kg_share,units_value_coverage,kg_value_coverage,hs6,source_file,trade_basis,china_record_observed,net_trade_balance_2010_2012,q_value,equipment_status,tariff_extra_low,tariff_extra_high,power_basis,new_capacity_kw,actual_cost_usd_per_kw,X_CN_actual,patent_knowledge_stock,q_ref_2010,tariff_cn_effective_ref_2010,tariff_alt_effective_ref_2010
DEU,Germany,2012,2457.32273133737,latest_Data_raw_source_native_anchor,1,10.258536174730276,onshore_wind,2024,0.7501674480000001,1843.4035222797447,613.9192090576253,1,1916.0109005893423,primary,primary_through_2022_extension_after,0.004163114198827,0.0166524567953082,0.0,0.004163114198827,0.0166524567953082,0.0166524567953082,0.25,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,0.9344635948358728,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,3.970291913552122,3.713572066704308,52.00000000000001,0.0180618270232719,3.713572066704308,3.970291913552122,7.947325027016463,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.401240494187581,5.268782696109068,5.141996600452571,0.6677840127849108,0.6677840127849108,1.0,2187.0,0.964711071901191,0.035288928098809,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,2187000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0,0.0134917786212782,0.0,0.0134917786212782,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0000081121695443,0.8823260256017053,0.0679185927287052,1.000033572838302,-0.0228220964888616,0.0214380860947126,2.2583560988285923e-08,0.256719846847814,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,2187000.0,2457.32273133737,61.13234,748.2,0.0003429085740121,0.0135000002384185,0.0134065731476778
ESP,Spain,2012,2489.79166650306,latest_Data_raw_source_native_anchor,1,9.97720259035841,onshore_wind,2024,0.7500837240000003,1867.552205194782,622.2394613082779,0,,primary,primary_through_2022_extension_after,0.1853188929001203,0.7412755716004813,0.7109134391015199,0.1853188929001203,0.7412755716004813,0.7412755716004813,0.25,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,0.3069434994091342,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,2.772588722239781,2.302585092994046,14.999999999999998,0.018359853121175,2.302585092994046,2.772588722239781,6.688354713946762,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.988118468355816,3.866300998412755,3.750981008258088,0.6677840127849108,0.6677840127849108,1.0,1260.0,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,1260000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0,0.0135000002384186,0.0,0.0135000002384186,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,0.9999999999999998,0.8823260256017053,0.0949907863880139,1.000252099882421,-0.0320661245612002,-0.0314765181792994,0.0,0.4700036292457352,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1260000.0,2489.79166650306,61.13234,748.2,0.0699831365935919,0.0135000002384185,0.013067618377497
FRA,France,2012,2400.05307750702,latest_Data_raw_source_native_anchor,1,8.817034045386936,onshore_wind,2024,0.7500837240000006,1800.2407501741277,599.8123273328924,0,,primary,primary_through_2022_extension_after,0.6520610057708162,0.8694146743610882,0.8694146743610882,0.6520610057708162,0.8694146743610882,0.8694146743610882,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,1.958616849017084,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,2.4849066497880004,1.791759469228055,11.0,0.023109243697479,1.791759469228055,2.4849066497880004,6.144185634125646,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.4990846923555723,3.389375456953728,3.2868006061498374,0.6677840127849108,0.6677840127849108,1.0,849.4799999999996,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,849479.9999999995,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0,0.0134902246494175,0.0,0.0134902246494175,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0000096454694511,0.8823260256017053,0.2817402844732133,1.000010697952075,-0.0982730542038754,-0.1458708320867759,5.361382535972992e-06,0.6931471805599454,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,849479.9999999995,2400.05307750702,61.13234,748.2,0.1914682539682539,0.0135000002384185,0.0134950325347186
GBR,United Kingdom,2012,2747.88097969067,latest_Data_raw_source_native_anchor,1,8.46779284112111,onshore_wind,2024,0.7500837240000008,2061.140798355148,686.7401813355218,0,,primary,primary_through_2022_extension_after,0.5552926405254008,0.7403901873672011,0.7403901873672011,0.3402489251779327,0.7403901873672011,0.453665233570577,0.75,S2_FIXED_BASE_TRADE_GROUP,imputed_onshore_dominant_nearest_year_2016,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,0.9060285446755378,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,2.995732273553991,2.3978952727983707,19.0,0.018375241779497,2.3978952727983707,2.995732273553991,6.923628628138427,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,4.129877554596625,4.012679970778426,3.902260304971296,0.6677840127849108,0.6677840127849108,1.0,1277.0,0.5246507806080526,0.4753492193919474,offshore_heavy_bridge_required,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,1277000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0,0.0135000002384185,0.0,0.0135000002384185,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.8823260256017053,0.5552926405254008,1.0,-0.2039257675122927,0.0,0.0,0.5978370007556202,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1277000.0,2747.88097969067,61.13234,748.2,0.5552926405254008,0.0135000002384185,0.0135000002384185
IND,India,2012,1727.35672083666,latest_Data_raw_source_native_anchor,1,9.691531190612483,onshore_wind,2024,0.7744000000000014,1337.665044615912,389.69167622074815,1,1390.3380407841762,primary,primary_through_2022_extension_after,0.1732861806311207,0.6931447225244831,0.0,0.1732861806311207,0.6931447225244831,0.6931447225244831,0.25,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,0.9999815879864208,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,1.9459101490553128,1.6094379124341005,5.999999999999999,0.0173410404624277,1.6094379124341005,1.9459101490553128,5.831882477283517,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.172543844886829,3.0501231204123824,2.9341598026705227,0.6677840127849108,0.6677840127849108,1.0,1120.7000000000007,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,1120700.0000000007,investment_saving_proxy_where_net_addition_proxy,12_countries,0.075,0.075,0.075,0.075,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,True,representative_main_policy_coverage_assumption,S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.8823260256017053,0.130421252146725,1.0,-0.044294710168858,-0.0149972670551316,0.0,0.3364722366212123,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1120700.0000000007,1727.35672083666,61.13234,748.2,0.081967213114754,0.075,0.075
ITA,Italy,2012,3492.09355819179,latest_Data_raw_source_native_anchor,1,8.842026529498812,onshore_wind,2024,0.7500837239999995,2619.362540684907,872.7310175068833,0,,primary,primary_through_2022_extension_after,0.2601540616246499,0.5203081232492998,0.0,0.2601540616246499,0.5203081232492998,0.5203081232492998,0.5,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,0.9060285446755378,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,0.6931471805599453,2.19722457733622,1.0,0.0032154340836012,2.19722457733622,0.6931471805599453,5.739792912179234,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.576165523806351,3.4090295839001934,3.243037252502381,0.6677840127849108,0.6677840127849108,1.0,1184.0,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,1184000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0,0.0134861960886781,0.0,0.0134861960886781,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0000136204615255,0.8823260256017053,0.2673922111136682,1.000010698609647,-0.0930279502002594,0.0026355858426227,2.5900896389081734e-06,-1.5040773967762746,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1184000.0,3492.09355819179,61.13234,748.2,0.2103825136612022,0.0135000002384185,0.0134990130114713
POL,Poland,2012,2684.69959999194,latest_Data_raw_source_native_anchor,1,,onshore_wind,2024,0.7664,2057.5537734338227,627.1458265581173,0,,,,0.1466331955109273,,,,0.1955109273479031,,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,,,,,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,0.6677840127849108,0.6677840127849108,1.0,,,0.0,,,,,,,0.0,0.0134993245497136,0.0,0.0134993245497136,0.0,WITS_HS6_proxy_fixed_basket_plus_tower_scenario;2024_regular_carry_if_missing,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,1.0000006666888557,0.8823260256017053,0.3661910534004735,1.0000006666888557,,,,,latest_sample_extension_v1,75122631.0,13703081.0,75122631.0,75122631.0,0.0,683172.0,u,0.1824094925535821,0.1955109273479031,0.1668284691354495,1.0,1.0,850231.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.993665356466107,0.1368071194151866,legacy_median_turbine_share_assumption,0.0,0.0,source_native_power_basis_unverified,764000.0,2684.69959999194,61.13234,748.2,0.5150842945874002,0.0135000002384185,0.0134993245497136
SWE,Sweden,2012,2775.24642245354,latest_Data_raw_source_native_anchor,1,7.86403565907245,onshore_wind,2024,0.7500837240000001,2081.667171571629,693.5792508819113,0,,primary,primary_through_2022_extension_after,0.5028571428571429,0.6704761904761904,0.6701598921046005,0.5028571428571429,0.6704761904761904,0.6704761904761904,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,0.2091188171639491,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,0.0,1.3862943611198906,0.0,0.0,1.3862943611198906,0.0,5.159055299214529,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,2.61381959168535,2.45000962299608,2.287905066744672,0.6677840127849108,0.6677840127849108,1.0,842.0,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,842000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0,0.0135000002384185,0.0,0.0135000002384185,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.8823260256017053,0.4189802001605256,1.0000510664713884,-0.1498837039540532,-0.0329065812468333,0.0,-1.3862943611198906,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,842000.0,2775.24642245354,61.13234,748.2,0.3483263598326359,0.0135000002384185,0.0134998880509106
TUR,Turkey,2012,2109.27374026766,latest_Data_raw_source_native_anchor,1,7.455876687491824,onshore_wind,2024,0.7500837240000015,1582.131902035378,527.1418382322818,0,,primary,primary_through_2022_extension_after,0.1020710059171597,0.136094674556213,0.1108611297384734,0.1020710059171597,0.136094674556213,0.136094674556213,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,0.3375877833025202,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,0.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,0.0,0.0,0.0,0.6677840127849108,0.6677840127849108,1.0,532.0,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,532000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0135000002384185,0.0135000002384185,0.0135000002384185,0.0135000002384185,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;K_SPARSE_ZERO;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_NEAREST_REGIME;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.8823260256017053,0.0951466682542856,1.0,-0.0321195999410005,-0.0023782881252726,0.0,0.0,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,532000.0,2109.27374026766,61.13234,748.2,0.1038074712643677,0.0,0.0135000002384185
USA,United States,2012,2583.03557060981,latest_Data_raw_source_native_anchor,1,10.729350167917552,onshore_wind,2024,0.750083724,1937.4929400274711,645.5426305823387,0,,primary,primary_through_2022_extension_after,0.324708245647599,0.432944327530132,0.2178568964928614,0.324708245647599,0.432944327530132,0.432944327530132,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.6677840127849108,0.6677840127849108,0.9060285446755378,1.0000000068755313,0.9999998565123438,0.9749229145665848,0.9999998705023904,0.9999998837749984,4.127134385045092,4.143134726391533,61.00000000000001,0.0237354085603112,4.143134726391533,4.127134385045092,7.828038032125829,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.779062851180018,5.637742869566734,5.5012104053204425,0.6677840127849108,0.6677840127849108,1.0,13399.0,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,13399000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.025,0.0248101027880715,0.025,0.0248101027880715,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0001852999023055,0.8823260256017053,0.2364038209861114,1.0001823961002694,-0.0817927943500999,-0.0323542885837631,4.503686934403605e-05,-0.0160003413464409,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,13399000.0,2583.03557060981,61.13234,748.2,0.2376180381576411,0.025,0.0248477523525992
AUS,Australia,2013,2770.43446866893,latest_Data_raw_source_native_anchor,1,,onshore_wind,2024,0.7664,2123.260976787868,647.1734918810621,0,,,,0.4765521796565389,,,,0.6354029062087186,,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,,,,,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,0.7562222993085133,0.7562222993085133,1.0,,,0.0,,,,,,,0.02,0.0249197867197334,0.02,0.0249197867197334,0.0,WITS_HS6_proxy_fixed_basket_plus_tower_scenario;2024_regular_carry_if_missing,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,1.0000782629834115,0.8823260256017053,0.366553663439039,1.0000782629834115,,,,,latest_sample_extension_v1,169073298.0,124832240.0,169073298.0,169073298.0,0.0,738875.0,u,0.7383320812728217,0.6354029062087186,0.7686496942861373,1.0,1.0,850231.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.9931518853510304,0.5537490609546163,legacy_median_turbine_share_assumption,0.0,0.0,source_native_power_basis_unverified,660000.0,2770.43446866893,76.103,739.3800000000001,0.2395833333333333,0.02,0.0249197867197334
BRA,Brazil,2013,3115.40619138378,latest_Data_raw_source_native_anchor,1,7.550498243491441,onshore_wind,2024,0.7499999999999996,2336.5546435378337,778.8515478459462,0,,primary,primary_through_2022_extension_after,0.0766533066132264,0.1022044088176352,0.1022044088176352,0.0766533066132264,0.1022044088176352,0.1022044088176352,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.7562222993085133,0.7562222993085133,0.7348159260322038,0.9856939975938676,0.9999998565123438,1.0433688992082215,0.9999998769772708,0.9999998953974988,0.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,2.079441541679836,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,2.6522544137590742,2.459605038186971,2.270414896829468,0.7562222993085133,0.7562222993085133,1.0,350.57000000000016,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,350570.0000000002,investment_saving_proxy_where_net_addition_proxy,12_countries,0.14,0.14,0.14,0.14,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_NEAREST_REGIME;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,0.9999972608096926,0.8823260256017053,0.15507262038532,0.999997610793756,-0.0385363241121435,0.0196731612077621,-1.6180605976297452e-07,-1.3862943611198906,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,350570.0000000002,3115.40619138378,76.103,739.3800000000001,0.0987499999999999,0.14,0.14
