iso3,country_name,year,tic,tic_status,tic_observed_flag,log_capacity_lag,technology,currency_base_year,equipment_share,equipment_cost,other_cost,equipment_observed_flag,equipment_cost_observed,completion_id,window_role,q,q_S1,q_S3,q_raw_scope,s_import,s_import_raw,import_dependency_value,import_dependency_id,sourcing_status,price_proxy_id,price_status,price_quality,pc,pa,relative_price,convergence05,convergence10,non_CN_major_suppliers_pa,fixed_preperiod_supplier_basket_pa,Klevel,K0,Klevel_flow,Klevel_share,Klevel_lag2,Klevel_raw_tail,log_noncn_citations_lag,knowledge_status,knowledge_measure_id,patent_definition_unverified,reference_citation_year,pre_sample_reference_assumption,Klevel_stock10,Klevel_stock15,Klevel_stock20,gross_new_capacity_kw,national_new_capacity_kw_proxy,capacity_status,capacity_amount_label,sample_id,onshore_scope_status,tariff_status,tariff_scenario_id,assumption_ids,evidence_grade,notes,border_ratio_actual,r0,q0,tau0,P,S,T,K,input_version,imports_usd,china_imports_usd,reported_world_usd,partner_sum_usd,world_minus_partner_sum,exports_usd,share_unit,value_share,units_share,kg_share,units_value_coverage,kg_value_coverage,hs6,source_file,trade_basis,china_record_observed,net_trade_balance_2010_2012,q_value,equipment_status,power_basis,actual_cost_usd_per_kw,new_capacity_kw,X_CN_actual,patent_knowledge_stock,q_ref_2010,X_ref_2010,H_ref_2010
AUS,Australia,2013,3431.14900017858,latest_Data_raw_source_native_anchor,1,8.009894673426404,solar_pv,2024,0.2657343530048057,911.774159625541,2519.374840553039,0,,primary,primary_through_2022_extension_after,0.6090281384096836,0.8120375178795781,0.4234941298131264,0.6090281384096836,0.8120375178795781,0.8120375178795781,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,1.3862943611198906,1.791759469228055,3.0,0.0265486725663716,0.6931471805599453,1.3862943611198906,4.709530201312334,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.1729005541661746,2.988219917940186,2.8097457690361147,400500.0,961200.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.5632899010458235,1.0,-0.1667142289806784,-0.0148403121421728,0.0,-0.4054651081081644,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,3431.14900017858,400500.0,79.90165999999999,13961.656400000002,0.5357310279540023,10.0,10611.6
BRA,Brazil,2013,5117.28263930978,latest_Data_raw_source_native_anchor,1,,solar_pv,2024,0.264221717177781,1352.0972062424776,3765.185433067303,0,,,,0.2560366551938274,,,,0.3413822069251032,,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,0.9788029639339508,1.345637337274571,0.7273898671066904,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,464.9999999999999,,,,,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,1.0,0.7822241739646847,0.2883707572840275,1.0,,,,,latest_sample_extension_v1,173542337.0,59244266.0,173542337.0,173541258.0,1079.0,2842855.0,value,0.3413822069251032,0.5040775580056579,0.5458341088380348,1.0,1.0,854140.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.9652050696317598,0.2560366551938274,backcast_first_2018_module_share,source_native_power_basis_unverified,5117.28263930978,464.9999999999999,79.90165999999999,13961.656400000002,0.2936020014545247,10.0,10611.6
DEU,Germany,2013,2385.84899412031,latest_Data_raw_source_native_anchor,1,10.618665268916828,solar_pv,2024,0.4074399684905549,972.0902389876014,1413.7587551327088,0,,primary,primary_through_2022_extension_after,0.3680118010727032,0.490682401430271,0.0052690107388108,0.3680118010727032,0.490682401430271,0.490682401430271,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,3.9889840465642745,3.6635616461296463,53.00000000000001,0.0229437229437229,4.174387269895637,3.9889840465642745,7.722234744709607,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.54448368904315,5.404488355139397,5.272606094500246,1316500.0,3159600.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0584032876712328,0.7822241739646847,0.4085081068364409,1.0,-0.1180669564123283,0.0123466582663924,0.0172279521428771,0.3254224004346282,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,2385.84899412031,1316500.0,79.90165999999999,13961.656400000002,0.3700388752093839,10.0,10611.6
ESP,Spain,2013,2750.85934712369,latest_Data_raw_source_native_anchor,1,8.610800103301155,solar_pv,2024,0.4150361822787436,1141.7061614160134,1609.1531857076766,0,,primary,primary_through_2022_extension_after,0.2740190214913198,0.3653586953217598,0.0498200702714193,0.2740190214913198,0.3653586953217598,0.3653586953217598,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,1.6094379124341005,2.3978952727983707,3.999999999999999,0.0199004975124378,2.302585092994046,1.6094379124341005,5.288267030694535,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.93286977369388,3.753042084239797,3.5782660550783647,60505.0000000001,145212.00000000023,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0584032876712328,0.7822241739646847,0.2829948316804992,1.0,-0.0802856007315865,0.0026479399268218,0.012502164875769,-0.7884573603642702,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,2750.85934712369,60505.0000000001,79.90165999999999,13961.656400000002,0.222160926953235,10.0,10611.6
FRA,France,2013,3864.82301378044,latest_Data_raw_source_native_anchor,1,8.549062332477298,solar_pv,2024,0.4226323960669313,1633.399410688646,2231.4236030917937,0,,primary,primary_through_2022_extension_after,0.1977827212963394,0.2637102950617859,0.0371234433604709,0.1977827212963394,0.2637102950617859,0.2637102950617859,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,2.9444389791664403,2.4849066497880004,17.999999999999996,0.0206896551724137,2.833213344056216,2.9444389791664403,6.748759547491679,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,4.319467578435677,4.183586287821827,4.056513423962279,429759.99999999977,1031423.9999999994,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0584032876712328,0.7822241739646847,0.2339896337025985,1.0,-0.0659132738257728,0.0104876912450639,0.0088418373109082,0.4595323293784399,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,3864.82301378044,429759.99999999977,79.90165999999999,13961.656400000002,0.1920508407447017,10.0,10611.6
IND,India,2013,3346.78049335946,latest_Data_raw_source_native_anchor,1,6.904136739959421,solar_pv,2024,0.2657343530048063,889.3545490519825,2457.425944307477,0,,primary,primary_through_2022_extension_after,0.5389795255885415,0.7186393674513887,0.7159473106301806,0.5389795255885415,0.7186393674513887,0.7186393674513887,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,0.0,1.3862943611198906,0.0,0.0,1.6094379124341005,0.0,4.30406509320417,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,2.7717123195611206,2.5952688485896145,2.4233341789045326,173690.0,416856.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.2594271375739698,1.0,-0.0733478403811226,-0.0855673317487769,0.0,-1.3862943611198906,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,3346.78049335946,173690.0,79.90165999999999,13961.656400000002,0.2094730271247598,10.0,10611.6
ITA,Italy,2013,2424.2115482721,latest_Data_raw_source_native_anchor,1,9.90277730036676,solar_pv,2024,0.4074399684905556,987.7206768424256,1436.4908714296744,0,,primary,primary_through_2022_extension_after,0.1025246269664996,0.1366995026219994,0.0084526896598343,0.1025246269664996,0.1366995026219994,0.1366995026219994,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,1.9459101490553128,1.3862943611198906,5.999999999999999,0.0225563909774436,1.3862943611198906,1.9459101490553128,5.564520407322694,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.0486085401297034,2.9204800045925725,2.8023548816221244,686500.0,1647600.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0584032876712328,0.7822241739646847,0.2994140675067587,1.0,-0.0851476334570502,0.0568003672615947,0.0044706703295141,0.5596157879354222,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,2424.2115482721,686500.0,79.90165999999999,13961.656400000002,0.2937826984300906,10.0,10611.6
JPN,Japan,2013,3986.82062706933,latest_Data_raw_source_native_anchor,1,8.982108899113026,solar_pv,2024,0.2850064717378391,1136.2696803726692,2850.5509466966605,0,,primary,primary_through_2022_extension_after,0.1212897884156132,0.4851591536624529,0.4798939092843107,0.1212897884156132,0.4851591536624529,0.4851591536624529,0.25,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,3.688879454113936,3.218875824868201,39.0,0.0257255936675461,3.8501476017100575,3.688879454113936,7.298445101508147,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.150326912839345,5.017951902277668,4.89385680970925,3483500.0,8360400.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.0984915222542993,1.0,-0.0272168273865319,-0.0064069959681077,0.0,0.4700036292457348,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,3986.82062706933,3483500.0,79.90165999999999,13961.656400000002,0.0954023884591692,10.0,10611.6
KOR,South Korea,2013,3171.06402321165,latest_Data_raw_source_native_anchor,1,7.129137279676686,solar_pv,2024,0.2753704123713228,873.2172077276581,2297.846815483992,0,,primary,primary_through_2022_extension_after,0.2042019842881397,0.4084039685762795,0.0,0.2042019842881397,0.4084039685762795,0.4084039685762795,0.5,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,3.784189633918261,2.995732273553991,42.99999999999999,0.0225485055060304,3.6375861597263857,3.784189633918261,7.5310163320779155,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.006702437879099,4.886214276920655,4.774589235608072,260000.0,624000.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.188465819333567,1.0,-0.0527445491109421,-0.004532433012631,0.0,0.7884573603642702,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,3171.06402321165,260000.0,79.90165999999999,13961.656400000002,0.1616373379086477,10.0,10611.6
USA,United States,2013,4196.912593836,latest_Data_raw_source_native_anchor,1,9.18660080509344,solar_pv,2024,0.2850064717378386,1196.147250561299,3000.765343274701,0,,primary,primary_through_2022_extension_after,0.2273602561116273,0.3031470081488364,0.1493503504544215,0.2273602561116273,0.3031470081488364,0.3031470081488364,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9788029639339508,1.345637337274571,0.7273898671066904,0.7273898671066904,0.7273898671066904,1.8811307466028384,1.8386545939912868,5.010635294096256,5.153291594497779,148.99999999999997,0.0302783986994513,5.293304824724492,5.010635294096256,8.470730317005897,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,6.8885687886106135,6.726606072263457,6.571605309787199,1811000.0,4346400.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.321,0.7822241739646847,0.2885153322458873,1.0517573770491804,-0.0819176843316113,0.0179329195672105,0.0550511029622428,-0.1426563004015228,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,4196.912593836,1811000.0,79.90165999999999,13961.656400000002,0.2707293689466955,10.0,10611.6
AUS,Australia,2014,3581.32835835596,latest_Data_raw_source_native_anchor,1,8.286974671430064,solar_pv,2024,0.2657343530048057,951.681974205484,2629.646384150476,0,,primary,primary_through_2022_extension_after,0.5197759201822274,0.6930345602429699,0.3949221470239664,0.5197759201822274,0.6930345602429699,0.6930345602429699,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P1_observed_2010_2016,observed_full_year_origin_quote_preborder_assumption,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.9549617960538824,1.1226679495519878,0.8506182049954929,0.8506182049954929,0.8506182049954929,1.5292599425178348,1.619731537334218,0.6931471805599453,1.791759469228055,1.0,0.0040322580645161,1.3862943611198906,0.6931471805599453,5.513428746164983,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.1174619797393204,2.8916358728564333,2.673083033583725,412500.0,990000.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.5632899010458235,1.0,-0.0878975038762663,0.007072341878485,0.0,-1.0986122886681096,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,3581.32835835596,412500.0,110.23856,15283.490760000002,0.5357310279540023,10.0,10611.6
BRA,Brazil,2014,6068.72279915614,latest_Data_raw_source_native_anchor,1,,solar_pv,2024,0.264221717177781,1603.4883590689851,4465.234440087155,0,,,,0.2560285167503848,,,,0.3413713556671797,,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,0.9549617960538824,1.1226679495519878,0.8506182049954929,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,6305.0,,,,,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,0.9999999999999998,0.7822241739646847,0.2883707572840275,1.0,,,,,latest_sample_extension_v1,145131263.0,49543656.0,145131263.0,145127491.0,3772.0,2981143.0,value,0.3413713556671797,0.7598810192250985,0.5310210910735831,1.0,1.0,854140.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.9652050696317598,0.2560285167503848,backcast_first_2018_module_share,source_native_power_basis_unverified,6068.72279915614,6305.0,110.23856,15283.490760000002,0.2936020014545247,10.0,10611.6
