technology,iso3,supplier,year,rate,status,source_year,uses_future_year
pv,AUS,ROU,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,RUS,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,S19,2011,0.0,reporter_MFN_fallback,2011,False
pv,AUS,SGP,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,SRB,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,SVN,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,SWE,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,THA,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,TLS,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,TUR,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,USA,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,ZAF,2011,0.0,observed_bilateral_or_MFN,2011,False
pv,AUS,ARE,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,AUT,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,BEL,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,BLR,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,CAN,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,CHE,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,CHN,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,CZE,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,DEU,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,DNK,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,DOM,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,ESP,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,FIN,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,FJI,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,FRA,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,GBR,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,HKG,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,HUN,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,IDN,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,IND,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,IRL,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,ISR,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,ITA,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,JPN,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,KOR,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,LVA,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,MAC,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,MEX,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,MYS,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,NLD,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,NZL,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,PAK,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,PHL,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,PNG,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,POL,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,PRT,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,ROU,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,RUS,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,S19,2012,0.0,reporter_MFN_fallback,2012,False
pv,AUS,SAU,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,SGP,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,SVK,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,SVN,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,SWE,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,THA,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,TUR,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,USA,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,VNM,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,ZAF,2012,0.0,observed_bilateral_or_MFN,2012,False
pv,AUS,ARE,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,AUT,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,BEL,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,CAN,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,CHE,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,CHN,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,CZE,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,DEU,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,DNK,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,DOM,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,ESP,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,FIN,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,FJI,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,FRA,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,GBR,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,HKG,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,HUN,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,IDN,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,IND,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,IRL,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,ISR,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,ITA,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,JPN,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,KOR,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,MAR,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,MEX,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,MYS,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,NLD,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,NZL,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,PAK,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,PHL,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,POL,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,PRT,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,ROU,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,RUS,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,S19,2013,0.0,reporter_MFN_fallback,2013,False
pv,AUS,SGP,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,SVK,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,SVN,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,SWE,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,THA,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,TUR,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,USA,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,VNM,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,VUT,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,ZAF,2013,0.0,observed_bilateral_or_MFN,2013,False
pv,AUS,ARE,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,ASM,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,AUT,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,BEL,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,BGR,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,CAN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,CHE,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,CHN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,CZE,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,DEU,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,DNK,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,DOM,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,ESP,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,FIN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,FJI,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,FRA,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,GBR,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,GRC,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,HKG,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,HUN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,IDN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,IND,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,IRL,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,ISR,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,ITA,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,JPN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,KOR,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,MEX,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,MYS,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,NCL,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,NLD,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,NOR,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,NZL,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,PAK,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,PHL,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,POL,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,PRT,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,ROU,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,RUS,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,S19,2014,0.0,reporter_MFN_fallback,2014,False
pv,AUS,SAU,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,SGP,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,SVN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,SWE,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,THA,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,TUN,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,TUR,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,UKR,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,USA,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,VNM,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,ZAF,2014,0.0,observed_bilateral_or_MFN,2014,False
pv,AUS,ARE,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,AUT,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,BEL,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,BGD,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,CAN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,CHE,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,CHN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,CZE,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,DEU,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,DNK,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,DOM,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,ESP,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,FIN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,FJI,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,FRA,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,GBR,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,HKG,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,HRV,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,HUN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,IDN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,IND,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,IRL,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,ISR,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,ITA,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,JPN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,KEN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,KHM,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,KOR,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,LUX,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,MAR,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,MEX,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,MYS,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,NCL,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,NLD,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,NOR,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,NZL,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,PAK,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,PHL,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,POL,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,PRT,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,ROU,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,S19,2015,0.0,reporter_MFN_fallback,2015,False
pv,AUS,SGP,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,SRB,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,SVK,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,SVN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,SWE,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,THA,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,TUN,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,TUR,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,USA,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,VGB,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,VNM,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,ZAF,2015,0.0,observed_bilateral_or_MFN,2015,False
pv,AUS,ARE,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,ARG,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,AUT,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,BEL,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,BGR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,BLR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,BRA,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,CAN,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,CHE,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,CHN,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,CZE,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,DEU,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,DNK,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,DOM,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,ESP,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,FIN,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,FJI,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,FRA,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,GBR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,GRC,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,HKG,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,HUN,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,IDN,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,IND,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,IRL,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,ISR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,ITA,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,JPN,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,KOR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,LTU,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,LVA,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,MAR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,MEX,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,MHL,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,MLT,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,MYS,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,NLD,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,NOR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,NZL,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,PHL,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,POL,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,PRT,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,ROU,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,RUS,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,S19,2016,0.0,reporter_MFN_fallback,2016,False
pv,AUS,SGP,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,SLE,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,SLV,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,SRB,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,SVK,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,SVN,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,SWE,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,THA,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,TJK,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,TUR,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,USA,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,VGB,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,VNM,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,ZAF,2016,0.0,observed_bilateral_or_MFN,2016,False
pv,AUS,ARE,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,AUT,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,BEL,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,BGR,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,CAN,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,CHE,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,CHL,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,CHN,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,COL,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,CZE,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,DEU,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,DNK,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,DOM,2017,0.0,observed_bilateral_or_MFN,2017,False
pv,AUS,ESP,2017,0.0,observed_bilateral_or_MFN,2017,False
